base_ID	alt_elev	collection_date	depth	env_biome	env_feature	env_material	env_package	env_salinity	env_temp	geo_loc_name	geo_loc_name_GAZ	geo_loc_name_GAZ_ENVO	investigation_type	lat_lon	pathogenicity	project_name	assembly	isol_growth_condt	num_replicons	ref_biomaterial	microbe_package	sample_type	strain	isolation_source	collected_by	culture_collection	kingdom	phylum	class	order	family	genus	species	taxon_lineage_ids	taxon_lineage_names	bacdive_id	curation_date	implementation_date	mmp_biome	silva_accession_SSU	silva_accession_LSU	uniprot_proteome_id	assembly_accession_genbank	assembly_accession_refseq	bioproject_accession	biosample_accession	genbank_accession	NCBI_refseq_accession	NCBI_taxon_identifier	annotation_provider	annotation_date	annotation_pipeline	annotation_method	annotation_software_revision	features_annotated	genes	cds	pseudo_genes	rrnas	complete_rrnas	partial_rrnas	total_trnas	unique_trnas	ncrna	frameshifted_genes	host_common_name	host_scientific_name	organism	full_scientific_name	disease	publication_pmid	isolation_country	isolation_comments	comments	sequencing_centers	body_sample_site	body_sample_subsite	other_clinical	gram_stain	cell_shape	motility	sporulation	temperature_range	optimal_temperature	halotolerance	oxygen_requirement	plasmids	genome_length	gc_content	refseq_cds	biovar	other_typing	type_strain	seq_meth	sequencing_depth	contigs	n50	genome_status	host_sex	host_health_stage	host_age	serovar	pathovar	mmp_ID	updated_date	chebi_id	chebi_name	chembl_id	compound_name	uniprot_id	uniprot_description	antismash_types	antismash_clusters	analysis_project_type	estimated_completeness	estimated_contamination	strain_heterogeneity	qs	mapping	mapping_version	quality_assessment	quality_assessment_version	assembly_version	binning	binning_version
853	missing	2006-10-01	missing	missing	Fish farm (ENVO:00000294)	missing	missing	missing	missing	Denmark	Kingdom of Denmark	GAZ:00002635	Bacteria_Archaea	missing	missing	missing	HGAP SMRTPortal	missing	1	missing	Microbe; version 1.0	Cell culture	P36	Fish aquaculture	missing	missing	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Phaeobacter	Unclassified	131567|2|1224|28211|204455|31989|302485	Cellular organisms|Bacteria|Proteobacteria|Alphaproteobacteria|Rhodobacterales|Rhodobacteraceae|Phaeobacter	missing	2018-01-30	missing	Marine	273584	273584	UP000218891	GCA_002412025.1	GCF_002412025.1	PRJNA273584	SAMN03294472	CP010643|CP010644|CP010645|CP010646|CP010647|CP010648|CP010649	NZ_CP010643.1:NZ_CP010644.1:NZ_CP010645.1:NZ_CP010646.1:NZ_CP010647.1:NZ_CP010648.1:NZ_CP010649.1	1580596	NCBI	2018-01-22	NCBI Prokaryotic Genome Annotation Pipeline	NCBI Prokaryotic Genome Annotation Pipeline	4.4	Gene|CDS|rRNA|tRNA|ncRNA|repeat_region	4015	3943	55	4, 4, 4	4, 4, 4	0, 0, 0	58	22	3	32	NA	NA	Phaeobacter piscinae	Phaeobacter piscinae P36	missing	missing	missing	missing	Population genomics of Phaeobacter	Leibniz Institute DSMZ	NA	NA	NA	missing	missing	missing	missing	missing	missing	missing	missing	6	4239045	60.10	3960	missing	missing	missing	PacBio|Illumina HiSeq 2500	83	7	3613164	Finished	NA	NA	NA	missing	missing	MMP03294472	missing	missing	missing	missing	missing	missing	missing	Bacteriocin cluster|Putative fatty acid cluster|Putative cluster|Putative saccharide cluster|Homoserine lactone cluster|Nonribosomal peptide synthetase cluster|Type I PKS cluster - Putative saccharide cluster	Succinoglycan (33%), Lipopolysaccharide (5%), Exopolysaccharide (8%), Polysaccharide B (10%), O-antigen (20%)	Whole genome sequencing (WGS)	99.42	1.06	0	94.12	missing	missing	CheckM	1.0.13	2.0.1	missing	missing
854	missing	1987	missing	Marginal sea biome (ENVO:01000046)	Sea coast (ENVO:00000303)	Solid environmental material (ENVO:01000814)	Microbial mat/biofilm	missing	missing	France	French Republic	GAZ:00002940	Bacteria_Archaea	48.3544444, -004.5586111	NA	Phaeobacter inhibens P10/01/009 genome sequencing	HGAP SMRTPortal	missing	1	29194520	missing	Cell culture	P10	Biofilm boat	missing	missing	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Phaeobacter	Unclassified	131567|2|1224|28211|204455|31989|302485	cellular organisms| Bacteria| Proteobacteria| Alphaproteobacteria| Rhodobacterales| Rhodobacteraceae| Phaeobacter	missing	2018-11-20	missing	Marine	273448	273448	UP000235362	GCA_002888685.1	GCF_002888685.1	PRJNA273448	SAMN03292293	CP010595,CP010596,CP010597,CP010598	NZ_CP010595.1│NZ_CP010596.1│NZ_CP010597.1│NZ_CP010598.1	221822	NCBI	2018-01-21	NCBI Prokaryotic Genome Annotation Pipeline	NCBI Prokaryotic Genome Annotation Pipeline	4.7	Gene|CDS|rRNA|tRNA|ncRNA|repeat_region	3981	NA	55	4, 4, 4	4, 4, 4	0, 0, 0	59	22	3	19	NA	NA	Phaeobacter inhibens	Phaeobacter inhibens P10	NA	28912769/29194520	France	Isolation name: 01/009	Population genomics of Phaeobacter	Leibniz Institute DSMZ	NA	NA	NA	missing	missing	missing	missing	missing	missing	missing	missing	3	4237605	59.81	3932	missing	missing	missing	PacBio|Illumina HiSeq 2500	22	4	3832210	Finished	NA	NA	NA	missing	missing	MMP03292293	2018-07-15	missing	missing	missing	missing	missing	missing	Bacteriocin cluster|Putative fatty acid cluster|Putative cluster|Putative saccharide cluster|Homoserine lactone cluster|Nonribosomal peptide synthetase cluster|Siderophore cluster|Type I PKS cluster - Putative saccharide cluster	Lipopolysaccharide (5%), Polyhydroxyalkanoate (50%), Succinoglycan (33%), Exopolysaccharide (8%), Colanic acid (14%), O-antigen (19%)	Whole genome sequencing (WGS)	99.3	0	0	99.3	missing	missing	CheckM	1.0.13	2.0.1	missing	missing
856	missing	2015-04-14	missing	missing	Saline water aquarium (ENVO:00002197)	missing	missing	missing	missing	South Korea|Busan city	South Korea	GAZ:00002802	Bacteria_Archaea	35.190306, 129.220710	NA	missing	HGAP De novo Assembly 3	missing	1	missing	missing	missing	RR4-38	Biofilter in a recirculating aquaculture system	missing	KCTC 52651	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Aureitalea	Unclassified	131567|2|1783270│976│117743│200644│49546│1176327	cellular organisms|Bacteria|FCB group|Bacteroidetes/Chlorobi group|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Aureitalea	missing	2018-11-20	missing	Marine	434542	434542	UP000238442	GCA_002966125.1	GCF_002966125.1	PRJNA434542	SAMN08563960	CP027062	NZ_CP027062.1	2094025	NCBI	2018-03-06	NCBI Prokaryotic Genome Annotation Pipeline	NCBI Prokaryotic Genome Annotation Pipeline	4.4	Gene|CDS|rRNA|tRNA|ncRNA|repeat_region	2886	2838	9	2, 2, 2	2, 2, 2	0, 0, 0	38	22	4	0	NA	NA	Aureitalea sp.	Aureitalea sp. RR4-38	NA	missing	South Korea	Biofilter in a recirculating aquaculture system	Genomic analysis of the strain RR4-38 isolated from a seawater recirculating aquaculture system	Pukyong National University	NA	NA	NA	missing	missing	missing	missing	missing	missing	missing	missing	missing	3182272	41.89	2838	missing	missing	missing	PacBio	277	1	3182272	Finished	NA	NA	NA	missing	missing	MMP08563960	missing	missing	missing	missing	missing	missing	missing	Bacteriocin cluster|Putative fatty acid cluster|Putative cluster|Putative saccharide cluster|Type III PKS cluster - Putative fatty acid cluster|Terpene cluster	Simocyclinone (5%), Lipopolysaccharide (18%), K-antigen (4%), Carotenoid (28%)	Whole genome sequencing (WGS)	99.24	0.19	0	98.29	missing	missing	CheckM	1.0.13	3	missing	missing
857	missing	2014-05-09	20	Marginal sea biome (ENVO:01000046)	Sea coast (ENVO:00000303)	NA	Host-associated	missing	missing	Portugal|Algarve	Portuguese Republic	GAZ:00002944	Bacteria_Archaea	36.9798, -7.9889	missing	Sponge-associated Alphaproteobacteria	missing	29701776	8	29701776	missing	Cell culture	Alg231_50	Marine sponge	missing	missing	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhodobiaceae	Anderseniella	Unclassified	131567|2|1224│28211│356│119043│444432	cellular organisms| Bacteria| Proteobacteria| Alphaproteobacteria| Rhizobiales| Rhodobiaceae| Anderseniella	NA	2018-11-20	missing	Marine	18465	18465	missing	GCA_900149695.1	GCF_900149695.1	PRJEB18465	SAMEA19229668	LT703003,LT703004,LT703005,LT703006,LT703007,LT703008,LT703009,LT703010	NZ_LT703003.1│NZ_LT703004.1│NZ_LT703005.1│NZ_LT703006.1│NZ_LT703007.1│NZ_LT703008.1│NZ_LT703009.1│NZ_LT703010.1	1922226	NCBI	2018-05-14	NCBI Prokaryotic Genome Annotation Pipeline	NCBI Prokaryotic Genome Annotation Pipeline	4.5	Gene|CDS|rRNA|tRNA|ncRNA|repeat_region	4427	4377	33	1, 1, 1	1, 1, 1	0, 0, 0	43	22	4	5	Marine sponge	Spongia officinalis	Anderseniella sp.	Anderseniella sp. Alg231-50	missing	29701776	Portugal	missing	Alphaproteobacteria species have shown close relationship with different marine sponge hosts, as some lineages within this class have been detected in sponge larvae, suggesting a pattern of vertical symbiont transmission through host generations and there	Elham Karimi	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	4613965	57.87	4377	missing	missing	missing	missing	missing	8	2658047	Finished	missing	missing	missing	missing	missing	MMP19229668	missing	missing	missing	missing	missing	missing	missing	Putative fatty acid cluster|Putative cluster|Putative saccharide cluster|Ectoine cluster|Other uncategorized cluster|Type III PKS cluster|Terpene cluster	Polyhydroxyalkanoate (75%), Colanic acid (19%), Yersiniabactin (2%), Hopene (15%), Enterobactin (8%)	Whole genome sequencing (WGS)	100	0.22	0	98.9	missing	missing	CheckM	1.0.13	missing	missing	missing
858	missing	2014-05-09	missing	Marginal sea biome (ENVO:01000046)	Sea coast (ENVO:00000303)	NA	Host-associated	missing	missing	Portugal|Algarve	Portuguese Republic	GAZ:00002944	Bacteria_Archaea	36.9798, -7.9889	missing	Sponge-associated Alphaproteobacteria	missing	29701776	2	29701776	missing	Cell culture	Alg231_14	Marine sponge	missing	missing	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Erythrobacter	Unclassified	131567|2|1224│28211│204457│335929│1041	cellular organisms| Bacteria| Proteobacteria| Alphaproteobacteria| Sphingomonadales| Erythrobacteraceae| Erythrobacter	NA	2018-11-20	missing	Marine	18465	18465	missing	GCA_900149685.1	GCF_900149685.1	PRJEB18465	SAMEA19230418	LT702999,LT703000	NZ_LT702999.1│NZ_LT703000.1	1922225	NCBI	2018-05-14	NCBI Prokaryotic Genome Annotation Pipeline	NCBI Prokaryotic Genome Annotation Pipeline	4.5	Gene|CDS|rRNA|tRNA|ncRNA|repeat_region	3006	2959	21	1, 1, 1	1, 1, 1	0, 0, 0	41	22	3	2	Marine sponge	Spongia officinalis	Erythrobacter sp.	Erythrobacter sp. Alg231-14	missing	29701776	Portugal	missing	Alphaproteobacteria species have shown close relationship with different marine sponge hosts, as some lineages within this class have been detected in sponge larvae, suggesting a pattern of vertical symbiont transmission through host generations and there	Elham Karimi	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	3137103	56.24	2959	missing	missing	missing	missing	missing	2	3131738	Finished	missing	missing	missing	missing	missing	MMP19230418	missing	missing	missing	missing	missing	missing	missing	Bacteriocin cluster|Putative fatty acid cluster|Putative cluster|Putative saccharide cluster|Lasso peptide cluster - Putative saccharide cluster|Terpene cluster	Astaxanthin dideoxyglycoside (75%), S-layer glycan (20%), Oviedomycin (8%)	Whole genome sequencing (WGS)	99.59	0.17	0	98.74	missing	missing	CheckM	1.0.13	missing	missing	missing
859	missing	2014-05-09	20	Marginal sea biome (ENVO:01000046)	Sea coast (ENVO:00000303)	NA	Host-associated	missing	missing	Portugal|Algarve	Portuguese Republic	GAZ:00002944	Bacteria_Archaea	36.9798, -7.9889	missing	Sponge-associated Alphaproteobacteria	missing	29701776	2	29701776	missing	Cell culture	Alg231_15	Marine sponge	missing	missing	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingorhabdus	Unclassified	131567|2|1224│28211│204457│41297│1434046	cellular organisms| Bacteria| Proteobacteria| Alphaproteobacteria| Sphingomonadales| Sphingomonadaceae| Sphingorhabdus	NA	2018-11-20	missing	Marine	18465	18465	missing	GCA_900149705.1	GCF_900149705.1	PRJEB18465	SAMEA19231918	LT703001,LT703002	NZ_LT703001.1│NZ_LT703002.1	1922222	NCBI	2018-05-14	NCBI Prokaryotic Genome Annotation Pipeline	NCBI Prokaryotic Genome Annotation Pipeline	4.5	Gene|CDS|rRNA|tRNA|ncRNA|repeat_region	3521	3473	14	1, 1, 1	1, 1, 1	0, 0, 0	42	22	3	0	Marine sponge	Spongia officinalis	Sphingorhabdus sp.	Sphingorhabdus sp. Alg231-15	missing	29701776	Portugal	missing	Alphaproteobacteria species have shown close relationship with different marine sponge hosts, as some lineages within this class have been detected in sponge larvae, suggesting a pattern of vertical symbiont transmission through host generations and there	Elham Karimi	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	3622901	52.79	3473	missing	missing	missing	missing	missing	2	3616401	Finished	missing	missing	missing	missing	missing	MMP19231918	missing	missing	missing	missing	missing	missing	missing	Bacteriocin cluster|Putative fatty acid cluster|Putative cluster|Putative saccharide cluster|Type III PKS cluster|Terpene cluster	Grincamycin (5%), Chondrochloren (11%), Xenocyloins (25%), Emulsan (27%), Reveromycin (6%), Astaxanthin dideoxyglycoside (75%)	Whole genome sequencing (WGS)	99.14	0.79	0	95.19	missing	missing	CheckM	1.0.13	missing	missing	missing
860	missing	missing	missing	Marginal sea biome (ENVO:01000046)	Sea coast (ENVO:00000303)	NA	Host-associated	missing	missing	Canada|Nova scotia|Halifax	Halifax	GAZ:00002880	Bacteria_Archaea	missing	missing	missing	missing	http://www.microbiologyresearch.org/docserver/fulltext/ijsem/42/4/ijs-42-4-621.pdf?expires=1542374966&id=id&accname=guest&checksum=3842030C1D4E55F4CAB1F0238A9538BB	2	http://www.microbiologyresearch.org/docserver/fulltext/ijsem/42/4/ijs-42-4-621.pdf?expires=1542374966&id=id&accname=guest&checksum=3842030C1D4E55F4CAB1F0238A9538BB	missing	Cell culture	DSM 6820|ATCC 43555|IAM 12662|IFO 12985|NBRC 12985|NCIMB 302	Sample of sea water and marine algae	missing	DSM 6820,ATCC 43555,IAM 12662,IFO 12985,NBRC 12985,NCIMB 302	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas	Unclassified	131567|2|1224│1236│135622│267888│53246│227	cellular organisms| Bacteria| Proteobacteria| Gammaproteobacteria| Alteromonadales| Pseudoalteromonadaceae| Pseudoalteromonas| Pseudoalteromonas carrageenovora	12683	2018-11-20	missing	Marine	23587	23587	UP000238288	GCA_900239935.1	GCF_900239935.1	PRJEB23587	SAMEA104400034	LT965928,LT965929,LT965930	NZ_LT965928.1│NZ_LT965928.1│NZ_LT965930.1	1314868	NCBI	2018-02-26	NCBI Prokaryotic Genome Annotation Pipeline	NCBI Prokaryotic Genome Annotation Pipeline	4.4	Gene|CDS|rRNA|tRNA|ncRNA|repeat_region	4117	3992	96	9, 8, 8	9, 8, 8	0, 0, 0	101	23	4	47	Sea weed	missing	Pseudoalteromonas carrageenovora	Pseudoalteromonas carrageenovora IAM 12662 strain ATCC 43555	missing	missing	missing	Original name:Afteromonus carrageenovora	Marine heterotrophic bacteria have developed abilities to grow on diverse algal polysaccharides such as sulfated galactans, agars, carrageenans, fucoidans, alginate and laminarin.We set up a genomics approach in order to identify and compare algal polysac	INRA	missing	missing	missing	Negative	Bacilli (Rod)	missing	missing	missing	missing	missing	Aerobic	1	4584980	39.41	3992	missing	missing	missing	missing	missing	3	3620649	Finished	missing	missing	missing	missing	missing	MMP104400034	missing	missing	missing	missing	missing	missing	missing	Bacteriocin cluster|Putative fatty acid cluster|Putative fatty acid cluster|Putative cluster|Putative saccharide cluster|Siderophore cluster	K-antigen (4%), K-antigen (3%), Xenocyloins (25%), Capsular polysaccharide (11%), Desferrioxamine B (50%)	Whole genome sequencing (WGS)	100	0.84	0	95.8	missing	missing	CheckM	1.0.13	missing	missing	missing
862	missing	missing	missing	missing	missing	Sea water (ENVO:00002149)	Water	missing	missing	Puerto Rico	Puerto Rico	GAZ:00002822	Bacteria_Archaea	missing	NA	missing	HGAP3	missing	2	missing	missing	Cell culture	ATCC 33868|FDAARGOS_108	Seawater, puerto rico	FDA CFSAN	ATCC 33868:FDAARGOS_108	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Unclassified	131567|2|1224|1236|135623|641|662|717610|663	cellular organisms| Bacteria| Proteobacteria| Gammaproteobacteria| Vibrionales| Vibrionaceae| Vibrio| Vibrio harveyi group	missing	2018-11-20	missing	Marine	231221	231221	UP000238913	GCA_002953515.1	GCF_002953515.1	PRJNA231221	SAMN03996324	CP014053,CP014054,CP014052	NZ_CP014052.1│NZ_CP0140532.1│NZ_CP014054.1	663	NCBI	2018-03-04	NCBI Prokaryotic Genome Annotation Pipeline	NCBI Prokaryotic Genome Annotation Pipeline	4.4	Gene|CDS|rRNA|tRNA|ncRNA|repeat_region	5224	5050	182	14, 13, 13	14, 13, 13	0, 0, 0	131	23	4	83	NA	NA	Vibrio alginolyticus	Vibrio alginolyticus ATCC 33868	NA	missing	Puerto Rico	missing	In May 2014, the FDA and collaborators established a publicly available dAtabase for Reference Grade micrObial Sequences called FDA-ARGOS. With funding support from FDAâ€™s Office of Counterterrorism and Emerging Threats (OCET) and DoD, the FDA-ARGOS team	US Food and Drug Administration	NA	NA	NA	missing	missing	missing	missing	missing	missing	missing	missing	1	5446027	44.47	5050	missing	missing	missing	PacBio|Illumina	22.448	3	3418310	Finished	NA	NA	missing	missing	missing	MMP03996324	missing	missing	missing	missing	missing	missing	missing	Aryl polyene cluster|Bacteriocin cluster|Putative fatty acid cluster|Putative cluster|Putative saccharide cluster|Ectoine cluster|Siderophore cluster	Ectoine (100%), K-antigen (26%), APE Vf (90%), Menaquinone (16%), Lipopolysaccharide (5%), Vibrioferrin (63%)	Whole genome sequencing (WGS)	99.73	0.24	25	98.53	missing	missing	CheckM	1.0.13	Sep-14	missing	missing
863	missing	1978	missing	missing	missing	NA	missing	missing	missing	Australia|Aburatsubo Inlet	Aburatsubo Inlet	GAZ:00007438	Bacteria_Archaea	missing	missing	missing	CA	missing	1	missing	missing	Cell culture	FDAARGOS_309	Sea weed, enteromorpha linza (coastal marine sediments), aburatsubo inlet, australia	missing	FDAARGOS_309	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Roseobacter	Unclassified	131567|2|1224|28211|204455|31989|2433|2434	cellular organisms| Bacteria| Proteobacteria| Alphaproteobacteria| Rhodobacterales| Rhodobacteraceae| Roseobacter	missing	2018-11-20	missing	Marine	231221	231221	UP000238018	GCA_002983865.1	GCF_002983865.1	PRJNA231221	SAMN06173322	CP027407,CP027406,CP027408	NZ_CP027406.1│NZ_CP027407.1│NZ_CP0274078.1	2434	NCBI	2018-03-14	NCBI Prokaryotic Genome Annotation Pipeline	NCBI Prokaryotic Genome Annotation Pipeline	4.4	Gene|CDS|rRNA|tRNA|ncRNA|repeat_region	4060	4017	47	1, 1, 1	1, 1, 1	0, 0, 0	38	22	3	23	Sea weed	Enteromorpha linza	Roseobacter denitrificans	Roseobacter denitrificans FDAARGOS_309	missing	missing	USA	missing	In May 2014, the FDA and collaborators established a publicly available dAtabase for Reference Grade micrObial Sequences called FDA-ARGOS. With funding support from FDAâ€™s Office of Counterterrorism and Emerging Threats (OCET) and DoD, the FDA-ARGOS team	US Food and Drug Administration	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	2	4308791	58.90	4017	missing	missing	missing	PacBio|Illumina	25.54	3	4133061	Finished	missing	NA	missing	missing	missing	MMP06173322	missing	missing	missing	missing	missing	missing	missing	Bacteriocin cluster|Putative fatty acid cluster|Putative cluster|Putative saccharide cluster|Ectoine cluster|Homoserine lactone cluster|Homoserine lactone cluster - Putative fatty acid cluster|Lasso peptide cluster|Terpene cluster	Polyhydroxyalkanoate (50%), Asukamycin (3%), Carotenoid (100%), Lipopolysaccharide (5%), Coelimycin (8%), Sphingan polysaccharide (17%)	Whole genome sequencing (WGS)	99.25	0	0	99.25	missing	missing	CheckM	1.0.13	8.2	missing	missing
864	missing	missing	missing	missing	missing	NA	Host-associated	missing	missing	USA|Florida	Florida	GAZ:00077768	Bacteria_Archaea	missing	missing	missing	HGAP3	missing	2	missing	missing	Cell culture	J207|FDAARGOS_110	Sponge	missing	FDAARGOS_110	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Unclassified	131567|2|1224|1236|135623|641|662|717610|663	cellular organisms| Bacteria| Proteobacteria| Gammaproteobacteria| Vibrionales| Vibrionaceae| Vibrio| Vibrio harveyi group	missing	2018-11-20	missing	Marine	231221	231221	UP000237869	GCA_002953535.1	GCF_002953535.1	PRJNA231221	SAMN03996326	CP014040,CP014041	NZ_CP014040.1│NZ_CP014041.1	663	NCBI	2018-03-04	NCBI Prokaryotic Genome Annotation Pipeline	NCBI Prokaryotic Genome Annotation Pipeline	4.4	Gene|CDS|rRNA|tRNA|ncRNA|repeat_region	5102	4931	152	13, 12, 12	13, 12, 12	0, 0, 0	130	23	5	88	Sponge	missing	Vibrio alginolyticus	Vibrio alginolyticus J207	missing	missing	USA	missing	In May 2014, the FDA and collaborators established a publicly available dAtabase for Reference Grade micrObial Sequences called FDA-ARGOS. With funding support from FDAâ€™s Office of Counterterrorism and Emerging Threats (OCET) and DoD, the FDA-ARGOS team	US Food and Drug Administration	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	5268677	44.55	4931	missing	missing	missing	PacBio|Illumina	23.822	2	3434696	Finished	missing	missing	missing	missing	missing	MMP03996326	missing	missing	missing	missing	missing	missing	missing	Aryl polyene cluster|Bacteriocin cluster|Putative fatty acid cluster|Putative fatty acid cluster|Putative cluster|Putative saccharide cluster|Ectoine cluster|Nonribosomal peptide synthetase cluster|Siderophore cluster	APE Vf (90%), Menaquinone (16%), Ectoine (100%), Vanchrobactin (100%), K-antigen (47%), Vibrioferrin (63%), Fengycin (13%)	Whole genome sequencing (WGS)	100	0.09	0	99.55	missing	missing	CheckM	1.0.13	Sep-14	missing	missing
